영문공항명,한글공항,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명,한글도시명
Araraquara Bartolomeu de Gusmao Airport,아라라콰라 공항,AQA,SBAQ,라틴아메리카,Brazil,브라질,Araraquara,아라라콰라
Araripina Airport,아라리피나 공항,JAW,SNAB,라틴아메리카,Brazil,브라질,Araripina,아라리피나
Arathusa Airport,아라투사 공항,ASS,FAAR,아프리카,South Africa,남아프리카,Arathusa,아라투사
Aratika Airport,아라티카 노르드 공항,RKA,NTGR,아시아태평양,French Polynesia,프랑스령 폴리네시아,Aratika,아라티카
Arauca Airport,산티아고 페레즈 키로스 공항,AUC,SKUC,라틴아메리카,Colombia,콜롬비아,Arauca,아라우카
Araxa Airport,아락사 공항,AAX,SBAX,라틴아메리카,Brazil,브라질,Araxa,아락사
Arba Minch Airport,아르바 민치 공항,AMH,HAAM,아프리카,Ethiopia,이디오피아,Arba Minch,아르바민치
Arcata-Eureka Airport,아르카타-유레카 공항,ACV,KACV,북아메리카,United States of America,미국,Arcata-Eureka,아르카타-유레카
Arctic Bay Airport,북극 베이 공항,YAB,CYAB,북아메리카,Canada,캐나다,Arctic Bay,아틱베이
Arctic Village Airport,북극 마을 공항,ARC,PARC,북아메리카,United States of America,미국,Arctic Village,아틱빌리지
Ardabil Airport,아르다빌 공항,ADU,OITC,중동,Iran,이란,Ardabil,아르다빌
Ardmore Industrial Airpark,아드모어 산업 비행장,ADM,KADM,북아메리카,United States of America,미국,Ardmore,아드모어
Are Ostersund Airport,아레 외스테르순드 공항,OSD,ESNZ,유럽,Sweden,스웨덴,Ostersund,외스테르순드
Arendal Airport Gullknapp,아렌달 공항 굴크냅,n/a,ENGK,유럽,Norway,노르웨이,Arendal,아렌달
Arequipa Rodriguez Ballon Airport,로드리게스 발론 국제공항,AQP,SPQU,라틴아메리카,Peru,페루,Arequipa,아레키파
Argyle Airport,아가일 공항,GYL,YARG,아시아태평양,Australia,오스트레일리아,Argyle,아가일
Arica Chacalluta Airport,차칼루타 국제공항,ARI,SCAR,라틴아메리카,Chile,칠레,Arica,아리카
Aripuana Airport,아리푸아낭 공항,AIR,n/a,라틴아메리카,Brazil,브라질,Aripuana,아리푸아나
Ariquemes Airport,아리케메스 공항,AQM,SJOG,라틴아메리카,Brazil,브라질,Ariquemes,아리케메스
Arkansas International Airport,아칸소 국제공항,BYH,KBYH,북아메리카,United States of America,미국,Blytheville,블라이스빌
Arkhangelsk Talagi Airport,탈라기 공항,ARH,ULAA,유럽,Russian Federation,러시아,Arkhangelsk,아르한겔스크
Arlington Municipal(Texas) Airport,알링턴 시립(텍사스) 공항,ARY,KGKY,북아메리카,United States of America,미국,Arlington,알링턴
Arlit Airport,아를릿 공항,RLT,DRZL,아프리카,Niger,니제르,Arlit,아를리트
Armenia El Eden Airport,엘 에덴 국제공항,AXM,SKAR,라틴아메리카,Colombia,콜롬비아,Armenia,아르메니아
Armidale Airport,아미데일 공항,ARM,YARM,아시아태평양,Australia,오스트레일리아,Armidale,아미데일
Arnold Palmer Regional Airport,아놀드 파머 공항,LBE,KLBE,북아메리카,United States of America,미국,Latrobe,라트로브
Arona Ulawa Airport,울라와 공항,RNA,AGAR,아시아태평양,Solomon Islands,솔로몬 제도,Arona,아로나
Arorae Airport,아로라 아일랜드 공항,AIS,NGTR,아시아태평양,Kiribati,키리바시,Arorae Island,아로라에섬
Arrabury Airport,아라베리 공항,AAB,YARY,아시아태평양,Australia,오스트레일리아,Arrabury,아라버리
Arthur's Town Airport,아서스 타운 공항,ATC,MYCA,카리브해,Bahamas,바하마,Arthurs Town,아서스타운
Arua Airport,아루아 공항,RUA,HUAR,아프리카,Uganda,우간다,Arua,아루아
Aruba Queen Beatrix International Airport,퀸 베아트릭스 국제공항,AUA,TNCA,카리브해,Aruba,아루바,Aruba,아루바
Arusha Airport,아루샤 공항,ARK,HTAR,아프리카,Tanzania,탄자니아,Arusha,아루샤
Arutua Airport,아루투아 공항,AXR,NTGU,아시아태평양,French Polynesia,프랑스령 폴리네시아,Arutua,아루투아
Arviat Airport,아르비아 공항,YEK,CYEK,북아메리카,Canada,캐나다,Arviat,아르비아트
Arvidsjaur Airport,아르비스야우르 공항,AJR,ESNX,유럽,Sweden,스웨덴,Arvidsjaur,아르비스야우르
Arxan Yi'ershi Airport,아산 이얼시 공항,YIE,ZBES,아시아태평양,China,중국,Aershan,아얼산
Asaba International Airport,아사바 국제공항,ABB,DNAS,아프리카,Nigeria,나이지리아,Asaba,아사바
Asahikawa Airport,아사히카와 공항,AKJ,RJEC,아시아태평양,Japan,일본,Asahikawa,아사히카와
Asaloyeh Persian Gulf Airport,페르시아 걸프 공항,PGU,OIBP,중동,Iran,이란,Asaloyeh,아살루예
Ascension Island Wideawake Field,어센션 섬 공항,ASI,FHAW,아프리카,Saint Helena,세인트헬레나,Ascension,어센션
Asheville Regional Airport,애슈빌 공항,AVL,KAVL,북아메리카,United States of America,미국,Asheville,애슈빌
Ashgabat International Airport,아시가바트 국제공항,ASB,UTAA,아시아태평양,Turkmenistan,투르크메니스탄,Ashgabat,아시가바트
Asmara International Airport,아스마라 국제공항,ASM,HHAS,아프리카,Eritrea,에리트레아,Asmara,아스마라
Asosa Airport,아소사 공항,ASO,HASO,아프리카,Ethiopia,이디오피아,Asosa,아소사
Aspen/Pitkin County Airport,아스펜 핏킨 카운티 공항,ASE,KASE,북아메리카,United States of America,미국,Aspen,아스펜
Assab International Airport,아사브 국제공항,ASA,HHSB,아프리카,Eritrea,에리트레아,Assab,아사브
Astana International Airport,아스타나 국제공항,NQZ,UACC,아시아태평양,Kazakhstan,카자흐스탄,Astana,아스타나
Astoria Regional Airport,아스토리아 지역공항,AST,KAST,북아메리카,United States of America,미국,Astoria,아스토리아
Astrakhan Narimanovo Airport,나리마노보 공항,ASF,URWA,유럽,Russian Federation,러시아,Astrakhan,아스트라한
Asturias Airport,아스투리아스 공항,OVD,LEAS,유럽,Spain,스페인,Oviedo,오비에도
Astypalaia Island Airport,아스티팔라이아 아일랜드 내셔널 공항,JTY,LGPL,유럽,Greece,그리스,Astypalaia,아스티팔라이아
Asuncion Silvio Pettirossi International Airport,실비오 페티로시 국제공항,ASU,SGAS,라틴아메리카,Paraguay,파라과이,Asuncion,아순시온
Aswan Daraw Airport,아스완 국제공항,ASW,HESN,아프리카,Egypt,이집트,Aswan,아스완
Asyut Airport,아시우트 공항,ATZ,HEAT,아프리카,Egypt,이집트,Assiut,아시우트
Atambua Haliwen Airport,아탐부아 할리웬 공항,ABU,WATA,아시아태평양,Indonesia,인도네시아,Atambua,아탐부아
Ataq Airport,아타크 공항,AXK,n/a,중동,Yemen,예멘,Ataq,아타크
Ataturk Airport,이스탄불 아타튀르크 공항,ISL,LTBA,중동,Turkiye,터키,Istanbul,이스탄불
Athens Ben Epps Airport,아테네 벤 엡스 공항,AHN,KAHN,북아메리카,United States of America,미국,Athens,아테네
Athens International Airport,아테네 국제공항,ATH,LGAV,유럽,Greece,그리스,Athens,아테네
Atiu Island Airport,에누아 공항,AIU,n/a,아시아태평양,Cook Islands,쿡 군도,Atiu,아티우
Atka Airport,앗카 공항,AKB,PAAK,북아메리카,United States of America,미국,Atka,앗카
Atlangatepec Tlaxcala Airport,아틀란가테펙 틀락스칼라 공항,n/a,MMTA,라틴아메리카,Mexico,멕시코,Atlangatepec,아틀란가테펙
Atlanta DeKalb Peachtree Airport,드칼브 피치트리 공항,PDK,KPDK,북아메리카,United States of America,미국,Atlanta,애틀랜타
Atlanta Fulton County Airport,풀턴 카운티 공항,FTY,KFTY,북아메리카,United States of America,미국,Atlanta,애틀랜타
Atlanta Hartsfield-Jackson International Airport,하츠필드 잭슨 애틀랜타 국제공항,ATL,KATL,북아메리카,United States of America,미국,Atlanta,애틀랜타
Atlantic City International Airport,애틀랜틱시티 국제공항,ACY,KACY,북아메리카,United States of America,미국,Atlantic City,애틀랜틱시티
Atmautluak Airport,아트마우틀루악 공항,ATT,n/a,북아메리카,United States of America,미국,Atmautluak,아트마우틀루악
Atoifi Airport,우루 항구 공항,ATD,AGAT,아시아태평양,Solomon Islands,솔로몬 제도,Atoifi,아토이피
Atqasuk Airport,앳가숙 에드워드 버넬 시니어 메모리얼 공항,ATK,PATQ,북아메리카,United States of America,미국,Atqasuk,앳가숙
Attapeu International Airport,아타푸 국제공항,AOU,VLAP,아시아태평양,Laos,라오스,Attapeu,아타푸
Attawapiskat Airport,아타와피스캇 공항,YAT,CYAT,북아메리카,Canada,캐나다,Attawapiskat,아타와피스캇
Atuona Airport,아투오나 공항,AUQ,NTMN,아시아태평양,French Polynesia,프랑스령 폴리네시아,Atuona,아투오나
Atyrau Airport,아티라우 공항,GUW,UATG,아시아태평양,Kazakhstan,카자흐스탄,Atyrau,아티라우
Auburn University Regional Airport,오번대학교 지역공항,AUO,n/a,북아메리카,United States of America,미국,Auburn,오번
Auckland International Airport,오클랜드 공항,AKL,NZAA,아시아태평양,New Zealand,뉴질랜드,Auckland,오클랜드
Augusta Regional Airport,오거스타 공항앳 부시 필드,AGS,KAGS,북아메리카,United States of America,미국,Augusta,오거스타
Augusta State Airport,오거스타 주립공항,AUG,KAUG,북아메리카,United States of America,미국,Augusta,오거스타
Auki Gwaunaru'u Airport,아우키 과우나루우 공항,AKS,AGGA,아시아태평양,Solomon Islands,솔로몬 제도,Auki,아우키
Aupaluk Airport,아우팔룩 공항,YPJ,CYLA,북아메리카,Canada,캐나다,Aupaluk,아우팔룩
Aur Island Airport,아우르 공항,AUL,n/a,아시아태평양,Marshall Islands,마샬 군도,Aur,아우르
Aurangabad Chikkalthana Airport,아우랑가바드 공항,IXU,VAAU,아시아태평양,India,인도,Aurangabad,아우랑가바드
Aurillac Airport,오리락 공항,AUR,LFLW,유럽,France,프랑스,Aurillac,오리약
Aurukun Mission Airport,오루쿤 공항,AUU,YAUR,아시아태평양,Australia,오스트레일리아,Aurukun,오루쿤
Austin-Bergstrom International Airport,오스틴 버그스트롬 국제공항,AUS,KAUS,북아메리카,United States of America,미국,Austin,오스틴
Avignon Caumont Airport,아비뇽 프로방스 공항,AVN,LFMV,유럽,France,프랑스,Avignon,아비뇽
Avinor Oslo Airport,오슬로 공항 가르데르모엔,OSL,ENGM,유럽,Norway,노르웨이,Oslo,오슬로
Awasa Airport,아와사 공항,AWA,HALA,아프리카,Ethiopia,이디오피아,Awasa,아와사
Axum Airport,악숨 공항,AXU,HAAX,아프리카,Ethiopia,이디오피아,Axum,악숨
Ayacucho Alfredo Mendivil Duarte Airport,야나밀라 공항,AYP,SPHO,라틴아메리카,Peru,페루,Ayacucho,아야쿠초
Ayan Airport,아얀 공항,n/a,UHNA,유럽,Russian Federation,러시아,Ayan,아얀
Aydin Cildir Airport,아이딘 공항,CII,LTBD,중동,Turkiye,터키,Aydin,아이딘
Ayers Rock Connellan Airport,에어즈락 공항,AYQ,YAYE,아시아태평양,Australia,오스트레일리아,Yulara,율라라
Ayodhya International Airport,아요디아 국제공항,AYJ,VEAY,아시아태평양,India,인도,Ayodhya,아요디아
Azamgarh Airport,아잠가르 공항,AZH,VEAH,아시아태평양,India,인도,Azamgarh,아잠가르
Bacau George Enescu International Airport,바커우 국제공항,BCM,LRBC,유럽,Romania,루마니아,Bacau,바커우
Bacolod-Silay International Airport,바콜로드 실라이 국제공항,BCD,RPVB,아시아태평양,Philippines,필리핀,Bacolod,바콜로드
Badajoz Airport,바다호스 공항,BJZ,LEBZ,유럽,Spain,스페인,Badajoz,바다호스
Badu Island Airport,바두 아일랜드 공항,BDD,YBAU,아시아태평양,Australia,오스트레일리아,Badu Island,바두섬
Bafoussam Airport,바푸샴 공항,BFX,FKKU,아프리카,Cameroon,카메룬,Bafoussam,바푸삼
Bagdogra Airport,바그도그라 공항,IXB,VEBD,아시아태평양,India,인도,Bagdogra,바그도그라
Bage Airport,코만단테 구스타보 크라이머 공항,BGX,SBBG,라틴아메리카,Brazil,브라질,Bage,바제
Baghdad International Airport,바그다드 국제공항,BGW,ORBI,중동,Iraq,이라크,Baghdad,바그다드
Baglung Balewa Airport,바그룽 공항,BGL,VNBL,아시아태평양,Nepal,네팔,Baglung,바그룽
Baguio Loakan Airport,로아칸 공항,BAG,RPUB,아시아태평양,Philippines,필리핀,Baguio,바기오
Bahawalpur Airport,바하왈푸르 공항,BHV,OPBW,아시아태평양,Pakistan,파키스탄,Bahawalpur,바하왈푸르
Bahia Blanca Comandante Airport,코망단트 에스포라 공항,BHI,SAZB,라틴아메리카,Argentina,아르헨티나,Bahia Blanca,바이아블랑카
Bahia Pinas Airport,바이아피냐 공항,BFQ,n/a,라틴아메리카,Panama,파나마,Puerto Pina,푸에르토피냐
Bahia Solano Airport,호세 셀레스티노 무티스 공항,BSC,SKBS,라틴아메리카,Colombia,콜롬비아,Bahia Solano,바이아솔라노
Bahias de Huatulco International Airport,바이아스 데 우아툴코 국제공항,HUX,MMBT,라틴아메리카,Mexico,멕시코,Huatulco,우아툴코
Bahir Dar Dejazmach Belay Zeleke Airport,바히르 다르 공항,BJR,HABD,아프리카,Ethiopia,이디오피아,Bahir Dar,바히르다르
Bahrain International Airport,바레인 국제공항,BAH,OBBI,중동,Bahrain,바레인,Manama,마나마
Baicheng Chang'an Airport,바이청 장안 공항,DBC,n/a,아시아태평양,China,중국,Baicheng,바이청
Baie Comeau Airport,베 코모 공항,YBC,CYBC,북아메리카,Canada,캐나다,BaieComeau,베코모
Baise Bama Airport,바이스 바마 공항,AEB,ZGBS,아시아태평양,China,중국,Baise,바이세
Baishan Changbaishan Airport,창바이산 공항,NBS,ZYBS,아시아태평양,China,중국,Baishan,바이산
Bajawa Airport,바자와 소아 공항,BJW,WATB,아시아태평양,Indonesia,인도네시아,Bajawa,바자와
Bajura Airport,바주라 공항,BJU,VNBR,아시아태평양,Nepal,네팔,Bajura,바주라
Bakalalan Airport,바켈랄란 공항,BKM,n/a,아시아태평양,Malaysia,말레이시아,Bakelalan,바켈랄란
Baker Lake Airport,베이커 레이크 공항,YBK,CYBK,북아메리카,Canada,캐나다,Baker Lake,베이커레이크
Bakersfield Meadows Field Airport,메도우즈 필드 공항,BFL,KBFL,북아메리카,United States of America,미국,Bakersfield,베이커즈필드
Baku Heydar Aliyev International Airport,헤이다르 알리예프 국제공항,GYD,UBBB,유럽,Azerbaijan,아제르바이잔,Baku,바쿠
Balakovo Airport,발라코보 공항,BWO,n/a,유럽,Russian Federation,러시아,Balakovo,발라코보
Balalae Airport,발랄래 공항,BAS,AGGE,아시아태평양,Solomon Islands,솔로몬 제도,Balalae Island,발랄래섬
Balaton Sarmellek Airport,헤비즈 발라톤 공항,SOB,LHSM,유럽,Hungary,헝가리,HevIz,헤비즈
Bali Denpasar Ngurah Rai Airport,응우라라이 국제공항,DPS,WADD,아시아태평양,Indonesia,인도네시아,Denpasar,덴파사르
Balikesir Merkez Airport,발리케시르 공항,BZI,LTBF,중동,Turkiye,터키,Balikesir,발리케시르
Balikpapan Sultan Aji Muhamad Sulaiman Airport,술탄 아지 무하마드 술라이만 공항,BPN,WALL,아시아태평양,Indonesia,인도네시아,Balikpapan,발릭파판
Balimo Airport,발리모 공항,OPU,n/a,아시아태평양,Papua New Guinea,파푸아뉴기니,Balimo,발리모
Balkanabat Airport,발카나바트 공항,BKN,n/a,아시아태평양,Turkmenistan,니제르,Balkanabat,발카나바트
Balkhash Airport,발카쉬 공항,BXH,UAAH,아시아태평양,Kazakhstan,카자흐스탄,Balkhash,발하시
Ballarat Airport,밸러랫 공항,n/a,YBLT,아시아태평양,Australia,오스트레일리아,Ballarat,밸러랫
Ballari Airport,벨라리 공항,BEP,VOBI,아시아태평양,India,인도,Bellary,벨라리
Ballera Airport,발레라 공항,BBL,YLLE,아시아태평양,Australia,오스트레일리아,Ballera,발레라
Ballina Byron Gateway Airport,발리나 바이런 게이트웨이 공항,BNK,YBNA,아시아태평양,Australia,오스트레일리아,Ballina,밸리나
Balmaceda Teniente Vidal Airport,발마세다 공항,BBA,SCBA,라틴아메리카,Chile,칠레,Balmaceda,발마세다
Balti International Airport,벨시 국제공항,BZY,LUBL,유럽,Moldova,몰도바,Balti,벨츠
Baltimore Martin State Airport,마틴 스테이트 공항,MTN,KMTN,북아메리카,United States of America,미국,Baltimore,볼티모어
Baltimore/Washington International Airport,볼티모어/워싱턴 인터내셔널 서굿 마샬 공항,BWI,KBWI,북아메리카,United States of America,미국,Baltimore Washington,볼티모어
Balurghat Airport,발루가트 공항,RGH,VEBG,아시아태평양,India,인도,Balurghat,발루르가트
Bam Airport,뱀 공항,BXR,OIKM,중동,Iran,이란,Bam,밤
Bamako Modibo Keita International Airport,바마코 세누 국제공항,BKO,GABS,아프리카,Mali,말리,Bamako,바마코
Bamenda Airport,바멘다 공항,BPC,FKKV,아프리카,Cameroon,카메룬,Bamenda,바멘다
Bamyan Airport,바미얀 공항,BIN,OABN,아시아태평양,Afghanistan,아프가니스탄,Bamyan,바미얀
Banda Aceh Sultan Iskandar Muda International Airport,술탄 이스칸다르 무다 국제공항,BTJ,WITT,아시아태평양,Indonesia,인도네시아,Banda Aceh,반다아체
Bandar Abbas Airport,반다르아바스 국제공항,BND,OIKB,중동,Iran,이란,Bandar Abbas,반다르아바스
Bandar Lampung Radin Inten II Airport,라딘 인텐 II 공항,TKG,WICT,아시아태평양,Indonesia,인도네시아,Bandar Lampung,반다르람풍
